,mid,title,released,director,boxoffice,inf_adj_boxoffice,cr,wicar
1103,tt10013288,The Promise,07-28-2017,Edwine Dorival,0,0,0,0
791,tt6825024,The Promise,04-14-2019,Edwine Dorival,0,0,0,0
970,tt0845492,My Name Is Anthony Gonsalves,01-11-2008,Eeshwar Nivas,0,0,0,0
4294,tt0401452,Haba-baba-doo! Puti-puti-poo!,01-14-1998,Efren Jarlego,0,0,0,0
3017,tt2381931,Compulsion,06-27-2013,Egidio Coccimiglio,0,0,0,0
3002,tt0293495,"My Father, Rua Alguem 5555",10-12-2004,Egidio Eronico,0,0,0,0
2298,tt0416119,Pobeg,03-31-2005,Egor Konchalovskiy,0,0,0,0
3331,tt0956299,Konservy,01-25-2007,Egor Konchalovskiy,0,0,0,0
4043,tt5928446,Chandni,10-01-1991,Ehtesham,0,0,0,0
1611,tt1277373,Za rasuto messêji: Umizaru,09-18-2010,Eiichirô Hasumi,0,0,0,0
1765,tt3181588,Gureitofuru deddo,01-26-2015,Eiji Uchida,0,0,0,0
1216,tt5645536,Kemonomichi,07-15-2017,Eiji Uchida,0,0,0,0
1568,tt3492330,Pazuru,03-08-2014,Eisuke Naitô,0,0,0,0
1816,tt1641841,Skin Trade,04-23-2015,Ekachai Uekrongtham,"$1,242",1399.2372,0,0
2231,tt3124398,Privychka rasstavatsya,09-26-2013,Ekaterina Telegina,0,0,0,0
4249,tt11084896,Spirit Untamed,06-04-2021,"Elaine Bogan, Ennio Torresan","$17,635,215",17635215,0,0
2268,tt0093278,Ishtar,05-15-1987,Elaine May,"$14,375,181",24687935.85,0,0
925,tt0195857,Kin,08-30-2002,Elaine Proctor,0,0,0,0
41,tt0466174,Andersen. Zhizn bez lyubvi,12-21-2006,Eldar Ryazanov,0,0,0,0
3272,tt2175739,"Karnavalnaya noch 2, ili 50 let spustya",01-02-2007,Eldar Ryazanov,0,0,0,0
398,tt1606652,PiraMMMida,04-07-2011,Eldar Salavatov,0,0,0,0
1468,tt0113638,Let It Be Me,11-17-1995,Eleanor Bergstein,0,0,0,0
2130,tt1468737,Stranger Things,06-11-2013,"Eleanor Burke, Ron Eyal",0,0,0,0
1511,tt4429194,Bonjour Anne,07-07-2017,Eleanor Coppola,"$5,617,731",6091867.496,0,0
985,tt9894894,Caviar,06-13-2019,Elena Tikhonova,0,0,0,0
1927,tt0114524,A Drop in the Ocean,02-16-1996,Eleni Alexandraki,0,0,0,0
2522,tt6910006,End of Sentence,09-26-2019,Elfar Adalsteins,0,0,0,0
2347,tt1623745,Little Birds,01-09-2016,Elgin James,"$17,739",19610.4645,0,0
2053,tt1465522,Tucker and Dale vs Evil,12-09-2010,Eli Craig,"$223,838",275790.7998,0,0
2111,tt2937366,Little Evil,09-01-2017,Eli Craig,0,0,223838,66217.37103
1463,tt0498353,Hostel: Part II,06-08-2007,Eli Roth,"$17,609,452",22811284.12,0,0
1497,tt2403021,The Green Inferno,09-25-2015,Eli Roth,"$7,192,291",8102835.041,17609452,2683724.766
230,tt3605418,Knock Knock,10-09-2015,Eli Roth,"$36,336",40936.1376,24801743,1269027.975
1243,tt1137450,Death Wish,03-02-2018,Eli Roth,"$34,017,028",36170305.87,24838079,449317.6905
2264,tt2119543,The House with a Clock in Its Walls,09-21-2018,Eli Roth,"$68,549,695",72888890.69,58855107,12560530.88
950,tt0379463,A Dot and a Line,12-15-2004,Elia K. Schneider,0,0,0,0
4047,tt1977953,The Man Who Shook the Hand of Vicente Fernandez,04-27-2012,Elia Petridis,"$10,782",12829.5018,0,0
146,tt1780994,Sueños 2,07-17-2010,"Elias Cabrera, Victoria Zapata",0,0,0,0
7,tt2495188,Joy,04-10-2014,Elias Giannakakis,0,0,0,0
1830,tt13678710,Transfer,03-01-2020,Elias Giannakakis,0,0,0,0
7,tt0087885,Paroles et musique,07-21-1986,Élie Chouraqui,0,0,0,0
1067,tt0107520,Les marmottes,11-10-1993,Élie Chouraqui,0,0,0,0
1360,tt0117023,Les menteurs,03-06-1996,Élie Chouraqui,0,0,0,0
2371,tt0216799,Harrison's Flowers,03-15-2002,Élie Chouraqui,"$1,871,025",2621118.923,0,0
1015,tt3416536,Hot Summer Nights,07-27-2018,Elijah Bynum,0,0,0,0
3282,tt10961374,Maledetta primavera,06-03-2021,Elisa Amoruso,0,0,0,0
1477,tt13438734,Time Is Up,09-09-2021,Elisa Amoruso,0,0,0,0
412,tt0095184,Fréquence meurtre,03-30-1988,Élisabeth Rappeneau,0,0,0,0
113,tt4637878,"A Woman, a Part",03-22-2017,Elisabeth Subrin,"$23,562",25550.6328,0,0
422,tt8707922,Can You Keep a Secret?,09-13-2019,Elise Durán,0,0,0,0
441,tt6303866,Beach Rats,11-22-2017,Eliza Hittman,"$473,771",513757.2724,0,0
1777,tt7918178,Spheres,01-17-2018,Eliza McNitt,0,0,0,0
1855,tt0429591,Aquamarine,03-03-2006,Elizabeth Allen Rosenbaum,"$18,597,342",24483400.74,0,0
820,tt0493949,Ramona and Beezus,07-23-2010,Elizabeth Allen Rosenbaum,"$26,167,002",32240363.16,18597342,484116.8305
2244,tt2848292,Pitch Perfect 2,05-15-2015,Elizabeth Banks,"$184,296,230",207628132.7,0,0
1794,tt5033998,Charlie's Angels,11-15-2019,Elizabeth Banks,"$17,803,077",18554366.85,184296230,101737785
701,tt1333125,Movie 43,01-25-2013,"Elizabeth Banks, Steven Brill, Steve Carr","$8,840,453",10332721.47,0,0
2571,tt6170432,The League of Legend Keepers: Shadows,12-10-2019,Elizabeth Blake-Thomas,0,0,0,0
1908,tt6662736,What They Had,11-29-2018,Elizabeth Chomko,"$260,136",276602.6088,0,0
2444,tt0475330,Love and Mary,03-11-2007,Elizabeth Harrison,0,0,0,0
2048,tt1185393,Island,04-22-2011,"Elizabeth Mitchell, Brek Taylor",0,0,0,0
1774,tt0284914,Blink,06-11-2000,Elizabeth Thompson,0,0,0,0
1700,tt1815782,Kronjuvelerna,06-29-2011,Ella Lemhagen,0,0,0,0
32,tt10160974,Witch Hunt,03-29-2021,Elle Callahan,0,0,0,0
1814,tt1636844,Will,11-04-2011,Ellen Perry,0,0,0,0
281,tt2114461,Authors Anonymous,03-18-2014,Ellie Kanner,0,0,0,0
587,tt1764666,The Little Engine That Could,05-01-2011,Elliot M. Bour,0,0,0,0
3187,tt0106925,Flashfire,09-15-1994,Elliot Silverstein,0,0,0,0
2927,tt0266732,Love Is the Drug,01-01-2006,Elliott Lester,0,0,0,0
2415,tt1297919,Blitz,05-20-2011,Elliott Lester,0,0,0,0
707,tt3042800,Nightingale,06-17-2014,Elliott Lester,0,0,0,0
1873,tt4581576,Aftermath,04-07-2017,Elliott Lester,0,0,0,0
1,tt0271367,Eight Legged Freaks,07-17-2002,Ellory Elkayem,"$17,322,606",24267238.75,0,0
2718,tt0411805,Return of the Living Dead: Necropolis,03-23-2006,Ellory Elkayem,0,0,17322606,115210.2086
2785,tt0411806,Return of the Living Dead: Rave to the Grave,08-31-2006,Ellory Elkayem,0,0,17322606,546.967552
2082,tt8098548,Larguées,04-18-2018,Eloïse Lang,0,0,0,0
1913,tt8916694,Pearl,01-30-2019,Elsa Amiel,0,0,0,0
3789,tt8050266,LEGO DC Super Hero Girls: Super-villain High,05-15-2018,Elsa Garagarza,0,0,0,0
1231,tt10655714,Space Dogs,09-11-2020,"Elsa Kremser, Levin Peter",0,0,0,0
171,tt6750710,Playing Safe,03-28-2013,Elvis Chuks,0,0,0,0
969,tt3512976,Hustlers,01-13-2014,Elvis Chuks,0,0,0,0
3538,tt0172184,Bloodsport: The Dark Kumite,02-07-2003,Elvis Restaino,0,0,0,0
766,tt0465188,Nuovomondo,09-22-2006,Emanuele Crialese,"$1,070,769",1409667.389,0,0
2254,tt5565254,Wetlands,09-15-2017,Emanuele Della Valle,0,0,0,0
2012,tt11546322,Special Jollof,02-14-2020,Emem Isong,0,0,0,0
1247,tt9620292,Promising Young Woman,12-25-2020,Emerald Fennell,"$6,460,965",6597291.362,0,0
422,tt2376354,Del Shores: Sordid Confessions,09-25-2012,Emerson Collins,0,0,0,0
839,tt7602526,Dormitoryo: Mga walang katapusang kwarto,10-20-2017,Emerson Reyes,0,0,0,0
1022,tt2474838,The Name of the Game,05-02-2016,Emil Jonsvik,0,0,0,0
1856,tt10088006,Free Spirit,04-03-2019,Emil Nava,"$284,229",296223.4638,0,0
939,tt0097044,Chances Are,03-10-1989,Emile Ardolino,"$16,278,590",27269893.97,0,0
1434,tt0098966,3 Men and a Little Lady,11-21-1990,Emile Ardolino,"$71,609,321",118448977.9,16278590,430.2517939
2961,tt0105417,Sister Act,05-29-1992,Emile Ardolino,"$139,605,150",225029541.3,87887911,3813.95931
503,tt0870222,Surviving My Mother,11-02-2007,Émile Gaudreault,"$223,000",288874.2,0,0
129,tt1258134,De père en flic,01-09-2010,Émile Gaudreault,0,0,223000,5711.98681
816,tt1686069,Le sens de l'humour,07-08-2011,Émile Gaudreault,0,0,223000,161.3494897
1334,tt4540326,Buried,06-25-2011,Emilie Peters,0,0,0,0
1573,tt2308260,A Night in Old Mexico,05-09-2014,Emilio Aragón,0,0,0,0
1464,tt0092225,Wisdom,01-02-1987,Emilio Estevez,"$5,715,174",9815239.828,0,0
4592,tt0100135,Men at Work,08-24-1990,Emilio Estevez,"$16,247,964",26875757.25,5715174,154.8603214
784,tt0118117,The War at Home,11-20-1996,Emilio Estevez,"$44,722",68312.855,21963138,3604.244236
3136,tt0308055,Bobby,11-23-2006,Emilio Estevez,"$11,242,801",14801147.52,22007860,341.4308522
2302,tt3294746,The Public,07-25-2019,Emilio Estevez,"$573,503",597704.8266,33250661,7252729.584
1952,tt13917358,Guns 3: Alias Billy the Kid,08-03-2022,Emilio Estevez,0,0,33824164,11214906.3
2065,tt2378936,El Crimen del Cácaro Gumaro,10-10-2014,Emilio Portes,0,0,0,0
1052,tt3786448,Revelations,11-18-2014,Emilio Roso,0,0,0,0
4060,tt1209364,Toe to Toe,02-26-2010,Emily Abt,"$21,648",26672.5008,0,0
2275,tt2630096,"Grow Up, Tony Phillips",10-31-2013,Emily Hagins,0,0,0,0
386,tt3700804,Already Tomorrow in Hong Kong,02-12-2016,Emily Ting,"$21,206",23443.233,0,0
2830,tt1068678,Veronika Decides to Die,01-20-2015,Emily Young,0,0,0,0
4550,tt0106307,Arizona Dream,09-09-1994,Emir Kusturica,"$112,547",176665.0259,0,0
1583,tt6043072,Untogether,02-08-2019,Emma Forrest,0,0,0,0
3003,tt13149696,Doubt (And the Sky Began to Scream),12-18-2020,Emma Julia Jacobs,0,0,0,0
3952,tt1353937,Sweet Valentine,06-02-2010,Emma Luchini,0,0,0,0
701,tt8426594,The Wind,04-05-2019,Emma Tammi,"$28,252",29444.2344,0,0
2163,tt0209368,Strange Planet,10-07-1999,Emma-Kate Croghan,0,0,0,0
1363,tt12607910,Black Is King,07-31-2020,"Emmanuel Adjei, Ibra Ake, Blitz Bazawule",0,0,0,0
368,tt0343513,Vert paradis,02-18-2004,Emmanuel Bourdieu,0,0,0,0
1547,tt0814656,Les amitiés maléfiques,09-27-2006,Emmanuel Bourdieu,"$13,665",17989.9725,0,0
2110,tt0428856,La moustache,07-06-2005,Emmanuel Carrère,"$244,771",327405.6896,0,0
817,tt0202077,Voyages,09-22-1999,Emmanuel Finkiel,"$1,055",1544.731,0,0
2470,tt7533956,"Les dents, pipi et au lit",03-21-2018,Emmanuel Gillibert,0,0,0,0
717,tt0344966,Bukas luluhod ang mga tala,07-11-1984,Emmanuel H. Borlaza,0,0,0,0
2529,tt0419830,Ibigay mo sa akin ang bukas,03-07-1987,Emmanuel H. Borlaza,0,0,0,0
2729,tt0497225,Isusumbong kita sa Diyos,06-18-1988,Emmanuel H. Borlaza,0,0,0,0
1712,tt0398356,Tayo na sa dilim,08-07-1990,Emmanuel H. Borlaza,0,0,0,0
4062,tt1461255,Nakawin mo ang aking puso,01-18-1997,Emmanuel H. Borlaza,0,0,0,0
1355,tt1043852,Lascars,06-17-2009,"Emmanuel Klotz, Albert Pereira-Lazaro",0,0,0,0
3767,tt0920473,Un baiser s'il vous plaît,12-12-2007,Emmanuel Mouret,"$535,499",693685.4046,0,0
2197,tt2700582,Une autre vie,01-22-2014,Emmanuel Mouret,0,0,535499,57127.97592
1059,tt7530986,Mademoiselle de Joncquières,03-08-2019,Emmanuel Mouret,0,0,535499,27992.7082
1742,tt12298506,Black Box,10-06-2020,Emmanuel Osei-Kuffour,0,0,0,0
334,tt11093266,De son vivant,11-24-2021,Emmanuelle Bercot,0,0,0,0
1989,tt2087850,Les infidèles,02-29-2012,"Emmanuelle Bercot, Fred Cavayé, Alexandre Courtès","$10,854",12915.1746,0,0
1061,tt1821493,La brindille,09-21-2011,Emmanuelle Millet,0,0,0,0
2434,tt2073093,Other Angels,12-17-2010,Emre Yalgin,0,0,0,0
3661,tt6326352,Wanderlust,01-11-2017,"Enguerrand Jouvin, Lou Occelli",0,0,0,0
2111,tt2088903,Bottled Up,04-19-2013,Enid Zentelis,0,0,0,0
3270,tt0462599,W.C.,06-05-2005,Enio Mejía,0,0,0,0
2306,tt0096994,Bunker Palace Hôtel,06-14-1989,Enki Bilal,0,0,0,0
707,tt0118003,Tykho Moon,11-28-1996,Enki Bilal,0,0,0,0
3182,tt12801262,Luca,06-18-2021,Enrico Casarosa,0,0,0,0
4044,tt1927172,True Love,04-27-2013,Enrico Clerico Nasino,0,0,0,0
1415,tt9635478,DOGG,09-01-2017,"Enrik Bistika, Viliam Csino, Jonás Karásek, Slavomír Zrebný",0,0,0,0
1036,tt3367294,Compadres,03-31-2016,Enrique Begné,"$3,127,773",3457753.052,0,0
1188,tt0084490,False Eyelash,09-17-1982,Enrique Belloch,0,0,0,0
3743,tt0203421,Things I Forgot to Remember,06-10-1999,Enrique Oliver,0,0,0,0
4549,tt0116672,Jack Frusciante è uscito dal gruppo,04-02-1996,Enza Negroni,0,0,0,0
862,tt1693039,Pinocchio,02-20-2013,Enzo D'Alò,0,0,0,0
1056,tt0098333,Sinbad of the Seven Seas,11-22-1989,"Enzo G. Castellari, Luigi Cozzi",0,0,0,0
279,tt4304364,Bonifacio: Ang unang pangulo,05-25-2015,Enzo Williams,0,0,0,0
532,tt1316041,Christian Blake,05-19-2009,Eoin Macken,0,0,0,0
2243,tt1885398,The Fashion of Modelling,05-24-2009,Eoin Macken,0,0,0,0
1056,tt1612083,The Inside,01-13-2013,Eoin Macken,0,0,0,0
161,tt2523872,Cold,04-10-2016,Eoin Macken,0,0,0,0
141,tt5598868,Here Are the Young Men,04-27-2021,Eoin Macken,0,0,0,0
1383,tt3843072,Mama,06-01-2011,Equan Choi,0,0,0,0
3029,tt1104126,Shifty,04-24-2009,Eran Creevy,0,0,0,0
1633,tt1684233,Welcome to the Punch,03-15-2013,Eran Creevy,"$9,747",11392.2936,0,0
811,tt2126235,Collide,02-24-2017,Eran Creevy,"$2,280,004",2472436.338,9747,2735.289693
878,tt1632722,Playoff,11-24-2011,Eran Riklis,0,0,0,0
1220,tt6249434,Shelter,01-25-2018,Eran Riklis,0,0,0,0
73,tt7942736,Spider in the Web,08-30-2019,Eran Riklis,0,0,0,0
2204,tt0473453,Bondage,01-01-2006,Eric Allen Bell,0,0,0,0
700,tt0465375,After Sex,02-19-2008,Eric Amadio,0,0,0,0
1152,tt6840554,7 Days to Vegas,07-20-2020,Eric Balfour,0,0,0,0
1713,tt1558249,Do Not Disturb,05-01-2011,"Eric Balfour, Laura Henry, Jon Mann-Krieger",0,0,0,0
1504,tt0185215,Toreros,01-19-2000,Eric Barbier,0,0,0,0
1423,tt3136752,Le dernier diamant,04-30-2014,Eric Barbier,0,0,0,0
1054,tt5061360,La promesse de l'aube,09-06-2019,Eric Barbier,0,0,0,0
1644,tt1002966,Ca$h,04-23-2008,Éric Besnard,0,0,0,0
1890,tt3217994,The Submarine Kid,01-12-2016,Eric Bilitch,0,0,0,0
1474,tt6241678,Locating Silver Lake,04-28-2018,Eric Bilitch,0,0,0,0
2521,tt0171356,Gun Shy,03-09-2000,Eric Blakeney,"$1,638,202",2364089.306,0,0
54,tt3122390,Beacon Point,07-01-2017,Eric Blue,0,0,0,0
220,tt6508228,Ghosts of War,07-17-2020,Eric Bress,0,0,0,0
321,tt0289879,The Butterfly Effect,01-23-2004,"Eric Bress, J. Mackye Gruber","$57,938,693",78721302.18,0,0
2066,tt0373051,Journey to the Center of the Earth,07-11-2008,Eric Brevig,"$101,704,370",129601878.7,0,0
1171,tt1302067,Yogi Bear,12-17-2010,Eric Brevig,"$100,246,011",123513110.2,101704370,2562652.607
226,tt0114008,Ten Benny,11-13-1998,Eric Bross,"$15,843",23531.6079,0,0
3613,tt0152176,Restaurant,07-24-1999,Eric Bross,"$75,232",110154.6944,15843,9.200437587
230,tt0279286,On the Line,10-26-2001,Eric Bross,"$4,365,455",6207677.01,91075,87.90226833
409,tt4180556,Affairs of State,08-15-2019,Eric Bross,0,0,4456530,3041804.807
1856,tt2133243,Indigo Children,10-06-2012,Eric Chaney,"$2,621",3118.7279,0,0
3765,tt0431827,Il ne faut jurer... de rien!,09-28-2005,Eric Civanyan,"$23,442",31356.0192,0,0
2325,tt1544608,Voice from the Stone,04-28-2017,Eric D. Howell,0,0,0,0
535,tt1911658,Penguins of Madagascar,11-26-2014,"Eric Darnell, Simon J. Smith","$83,850,911",96235690.55,0,0
2741,tt0120587,Antz,10-02-1998,"Eric Darnell, Tim Johnson","$90,757,863",134802653.9,0,0
2688,tt0351283,Madagascar,05-27-2005,"Eric Darnell, Tom McGrath","$193,595,521",258953368.9,0,0
1582,tt0479952,Madagascar: Escape 2 Africa,11-07-2008,"Eric Darnell, Tom McGrath","$180,010,950",229387953.6,193595521,2508973.565
798,tt1277953,Madagascar 3: Europe's Most Wanted,06-08-2012,"Eric Darnell, Tom McGrath, Conrad Vernon","$216,391,482",257484224.4,0,0
1243,tt0782143,Ma place au soleil,03-14-2007,Eric de Montalier,0,0,0,0
1073,tt2262282,Der Gründer,12-21-2012,Eric Dean Hordes,0,0,0,0
3808,tt11185162,Goblin - Das ist echt Troll,10-12-2019,Eric Dean Hordes,0,0,0,0
2542,tt3107252,Trolls World,10-06-2020,Eric Dean Hordes,0,0,0,0
3674,tt0158154,River Red,11-06-1998,Eric Drilling,"$2,197",3263.2041,0,0
646,tt0298050,Manito,01-15-2002,Eric Eason,"$11,000",15409.9,0,0
3165,tt0454879,Journey to the End of the Night,01-09-2007,Eric Eason,0,0,11000,104.5134973
3945,tt3114166,The Declassified,09-01-2014,Eric Edwards Abud,0,0,0,0
2129,tt2281159,Contracted,11-22-2013,Eric England,"$4,105",4797.924,0,0
2081,tt4682780,Josie,03-16-2018,Eric England,0,0,4105,1645.687932
3528,tt5935694,Emerald Run,01-24-2020,Eric Etebari,0,0,0,0
422,tt0266013,Voyance et manigance,04-11-2001,Eric Fourniols,0,0,0,0
3335,tt0476568,Meet Me in Miami,03-23-2006,"Eric Hannah, Iren Koster",0,0,0,0
673,tt4379180,Enragés,09-30-2015,Éric Hannezo,0,0,0,0
430,tt1541123,The Last Push,06-16-2016,Eric Hayden,0,0,0,0
2217,tt3271326,Carpe Diem: European Escapade,08-17-2015,Eric Hinwood,0,0,0,0
614,tt5866950,War of the Limelight,10-14-2016,Eric Hinwood,0,0,0,0
1253,tt3872778,Monty Python Live (Mostly),07-20-2014,"Eric Idle, Aubrey Powell",0,0,0,0
2773,tt0091688,Opposing Force,08-01-1986,Eric Karson,0,0,0,0
3054,tt0444519,A Ticket to Space,01-18-2006,Éric Lartigau,0,0,0,0
2572,tt0478724,Prête-moi ta main,11-01-2006,Éric Lartigau,0,0,0,0
1996,tt1315883,Incognito,04-29-2009,Eric Lavaine,0,0,0,0
1837,tt3202120,Barbecue,12-26-2014,Eric Lavaine,0,0,0,0
849,tt8538552,Chamboultout,04-03-2019,Eric Lavaine,0,0,0,0
9,tt6445396,L'embarras du choix,06-23-2020,Eric Lavaine,0,0,0,0
3476,tt0119188,George B.,01-01-1997,Eric Lea,0,0,0,0
979,tt0130623,Dinosaur,05-19-2000,"Eric Leighton, Ralph Zondag","$137,748,063",198784229.7,0,0
4617,tt0109775,Fatal Pursuit,02-01-1995,Eric Louzil,0,0,0,0
2158,tt0138750,Roberta,01-01-1999,Eric Mandelbaum,0,0,0,0
3876,tt0181322,The Breaks,02-26-1999,Eric Meza,0,0,0,0
2374,tt0222849,Breathing Hard,05-12-2001,Eric Neal Young,0,0,0,0
430,tt0490469,Payback,10-14-2008,Eric Norris,0,0,0,0
2415,tt3400214,"Loulou, l'incroyable secret",12-18-2013,Eric Omond,0,0,0,0
1719,tt10294634,Wildfire,06-12-2020,Eric Parkinson,0,0,0,0
2097,tt0106983,Future Shock,01-19-1994,"Eric Parkinson, Matt Reeves, Oley Sassone",0,0,0,0
62,tt0094123,Terror Eyes,11-11-1989,"Eric Parkinson, Michael Rissi, Steve Sommers",0,0,0,0
4130,tt6604106,Truth,08-21-2020,Eric Paul Erickson,0,0,0,0
3605,tt10305328,Arctic Apocalypse,09-13-2019,"Eric Paul Erickson, Jon Kondelik",0,0,0,0
1541,tt2108465,American Girls,10-11-2013,Eric Pereira,0,0,0,0
259,tt1756836,The Wizard Hunter: The Hunt for Evangelion Crowley,12-01-2021,Eric Pham,0,0,0,0
2009,tt1985064,Don't Pass Me By,01-12-2013,Eric Priestley,0,0,0,0
2115,tt0440700,Pagdating ng panahon,03-11-1998,Eric Quizon,0,0,0,0
4372,tt0101492,Body Parts,08-02-1991,Eric Red,"$9,188,150",15004248.95,0,0
1035,tt0899128,100 Feet,07-24-2008,Eric Red,0,0,9188150,145374.6833
87,tt0098552,Un monde sans pitié,11-22-1989,Eric Rochant,0,0,0,0
3601,tt0099072,Aux yeux du monde,04-03-1991,Eric Rochant,0,0,0,0
2445,tt0110796,Les patriotes,06-01-1994,Eric Rochant,0,0,0,0
1766,tt0115549,Anna Oz,10-02-1996,Eric Rochant,0,0,0,0
1862,tt2106550,Möbius,02-27-2013,Eric Rochant,0,0,0,0
99,tt0099568,O Quinto Macaco,10-05-1990,Éric Rochat,0,0,0,0
2367,tt0082053,Le beau mariage,08-27-1982,Éric Rohmer,0,0,0,0
1286,tt0116606,If Lucy Fell,03-08-1996,Eric Schaeffer,"$2,420,162",3696797.455,0,0
3292,tt0244094,Never Again,03-11-2001,Eric Schaeffer,"$307,631",437451.282,2420162,2949.75847
550,tt0373152,Mind the Gap,03-13-2004,Eric Schaeffer,"$10,637",14452.4919,2727793,1024.507204
3469,tt4668790,Camp Manna,06-05-2018,"Eric Scott Johnson, Eric Machiela",0,0,0,0
2988,tt0313717,Topa Topa Bluffs,03-09-2002,Eric Simonson,0,0,0,0
2672,tt3530690,"10,000 Days",11-23-2014,Eric Small,0,0,0,0
2268,tt0120051,Safe House,01-24-1999,Eric Steven Stahl,0,0,0,0
3942,tt5219972,Class Rank,05-11-2018,Eric Stoltz,"$10,452",11113.6116,0,0
2720,tt0210943,Relative Values,06-23-2000,Eric Styles,0,0,0,0
2778,tt0307553,Tempo,06-10-2003,Eric Styles,0,0,0,0
1116,tt0985593,Miss Conception,08-15-2008,Eric Styles,"$2,134",2719.3562,0,0
2774,tt0493419,True True Lie,07-28-2010,Eric Styles,0,0,2134,53.77055738
1983,tt2369041,Legendary,01-01-2014,Eric Styles,0,0,2134,4.428236614
2510,tt5271794,That Good Night,11-03-2020,Eric Styles,0,0,2134,3.09976563
251,tt2261287,Ballerina,08-25-2017,"Eric Summer, Éric Warin, Mimi Maynard","$24,702,560",26787456.06,0,0
1858,tt2224307,Les Pee-Wee 3D: L'hiver qui a changé ma vie,12-21-2012,Éric Tessier,0,0,0,0
1507,tt7610830,Junior Majeur,11-23-2017,Éric Tessier,0,0,0,0
799,tt0082552,Improper Channels,04-17-1981,Eric Till,0,0,0,0
655,tt0309820,Luther,09-26-2003,Eric Till,"$5,791,328",7990874.374,0,0
2729,tt8329148,Terra Willy: Planète inconnue,04-03-2019,Eric Tosti,0,0,0,0
2878,tt0098680,Xiao xiao xiao jing cha,09-21-1989,Eric Tsang,0,0,0,0
1199,tt0103291,Ng foo jeung: Guet lip,07-03-1991,Eric Tsang,0,0,0,0
3125,tt1282156,Une affaire d'état,11-25-2009,Eric Valette,0,0,0,0
1634,tt1964706,Fighting Angels: Exodus,05-23-2010,Eric Vence Green,0,0,0,0
2711,tt3000308,Emily & Tim,08-12-2016,"Eric Weber, Sean Devaney",0,0,0,0
885,tt0268548,Pressure Point,05-28-2002,Eric Weston,0,0,0,0
1469,tt0288488,Cover Story,09-17-2002,Eric Weston,0,0,0,0
767,tt0311284,Hitters,12-01-2002,Eric Weston,0,0,0,0
3486,tt0120563,Ça ne se refuse pas,08-12-1998,Eric Woreth,0,0,0,0
1785,tt1227927,Caller ID: Entity,01-15-2018,Eric Zimmerman,0,0,0,0
1436,tt2058054,Black Eyed Dog,09-26-2014,Erica Dunton,0,0,0,0
2304,tt0101676,Dead Women in Lingerie,11-01-1991,Erica Fox,0,0,0,0
2482,tt0445990,Invincible,08-25-2006,Ericson Core,"$57,806,952",76102852.31,0,0
2291,tt2058673,Point Break,12-25-2015,Ericson Core,"$28,782,481",32426343.09,57806952,8953424.471
1329,tt5209042,Temptation,09-18-2015,Erik Beacham,0,0,0,0
2061,tt10369866,Ten Minutes to Midnight,01-19-2021,Erik Bloomquist,0,0,0,0
558,tt2033952,Barrymore,08-25-2012,Erik Canuel,0,0,0,0
2439,tt2486148,Lac Mystère,08-23-2013,Erik Canuel,0,0,0,0
1275,tt0110520,Min fynske barndom,02-04-1994,Erik Clausen,0,0,0,0
3621,tt0847749,Nadine,10-25-2007,Erik de Bruyn,0,0,0,0
369,tt13333616,Spiral Drive,10-21-2020,Erik Fitzpatrick,0,0,0,0
2801,tt0165396,My Brother the Pig,09-10-1999,Erik Fleming,0,0,0,0
82,tt0109478,The Cool Surface,04-13-1994,Erik Greenberg Anjou,0,0,0,0
307,tt0198434,Dykaren,01-05-2000,Erik Gustavson,0,0,0,0
3152,tt5804270,Love Sanchez,12-31-2016,"Erik Hudson, Laura P. Vega",0,0,0,0
4312,tt2717558,On the Job,08-28-2013,Erik Matti,"$164,620",192407.856,0,0
1161,tt2353767,Tusen ganger god natt,10-24-2014,Erik Poppe,"$53,895",61855.2915,0,0
252,tt4353996,Kongens Nei,08-22-2017,Erik Poppe,"$113,231",122787.6964,53895,14851.45549
3100,tt0884038,El camino,02-29-2008,Erik S. Weigel,0,0,0,0
3083,tt0119375,Insomnia,05-29-1998,Erik Skjoldbjærg,"$227,569",338008.2357,0,0
1057,tt0236640,Prozac Nation,06-13-2003,Erik Skjoldbjærg,0,0,227569,550.4172072
846,tt14536840,The Siege of Fort William Henry,06-19-2021,Erik Swanson,0,0,0,0
2154,tt0139606,Shades,10-15-1999,Erik Van Looy,0,0,0,0
3246,tt0926762,Loft,10-22-2008,Erik Van Looy,0,0,0,0
487,tt1850397,The Loft,01-30-2015,Erik Van Looy,"$6,002,684",6762623.794,0,0
2383,tt0243116,Anna,11-10-2000,Erik Wedersøe,0,0,0,0
605,tt0979434,Lottery Ticket,08-20-2010,Erik White,"$24,719,879",30457362.92,0,0
